"Ottoneu ID",Name,"FG ID","FG Minor ID","MLBAM ID",Birthday,"Ottoneu Positions"
42186,"Alexis Liebano",,sa3019885,806536,03/08/2003,RP
42189,"Nick Biddison",,sa3019888,680994,07/30/2000,3B
42191,"Sean McLain",,sa3019890,683169,03/22/2001,SS
42192,"Kevin Kilpatrick Jr.",,sa3019891,687201,11/25/2000,OF
42193,"Dalton Rushing",31382,sa3019892,687221,02/21/2001,C
42194,"Keshawn Ogans",,sa3019893,687248,08/26/2001,3B
42195,"Kyle Nevin",,sa3019894,693819,08/22/2001,1B/3B
42196,"Ambioris Tavarez",,sa3019895,694222,11/12/2003,2B/SS
42198,"Bryson Worrell",,sa3019897,695415,11/07/1998,Util
42200,"Adrian Rodriguez",,sa3019899,703641,10/21/2003,SS
42201,"E.J. Exposito",,sa3019900,802991,05/04/2001,2B/3B
42202,"Jack Alexander",,sa3019901,803009,05/30/2000,Util
42203,"Bubba Alleyne",,sa3019902,804588,11/13/1998,Util
42204,"Justin Janas",,sa3019903,805332,09/18/2000,OF
42205,"Nick Clarno",,sa3019904,805339,06/25/1998,Util
42206,"Nacho Alvarez Jr.",31765,sa3019905,805373,04/11/2003,3B
42207,"Javier Vaz",,sa3019906,805834,09/22/2000,2B/OF
42208,"Taylor Young",,sa3019907,805891,08/06/1998,2B/3B
42210,"Noah Williams",,sa3019909,806304,04/12/2004,Util
42212,"Ian Mejia",,sa3019911,681256,01/31/2000,SP/RP
42214,"Hayden Harris",31913,sa3019913,802686,03/02/1999,RP
42215,"Cade Gibson",31815,sa3019914,806188,02/18/1998,RP
42217,"Chad Castillo",,sa3019916,674913,04/19/2000,Util
42218,"Caleb Ricketts",,sa3019917,681080,05/10/2000,C
42219,"Brooks Baldwin",31394,sa3019918,681460,08/15/2000,2B/SS/3B/OF
42220,"Cade Fergus",,sa3019919,681495,08/22/2000,OF
42221,"Drake Baldwin",31539,sa3019920,686948,03/28/2001,C
42222,"Troy Schreffler Jr.",,sa3019921,687285,10/27/2000,OF
42223,"Jack Brannigan",,sa3019922,687394,03/11/2001,SS
42224,"Eric Brown Jr.",,sa3019923,687521,12/19/2000,Util
42225,"Matthew Wood",,sa3019924,687783,03/02/2001,C
42226,"Jordan Sprinkle",,sa3019925,688394,03/06/2001,2B/3B/OF
42227,"Brett Roberts",,sa3019926,689355,03/12/2001,Util
42228,"Ben Metzinger",,sa3019927,690902,06/26/1999,Util
42229,"Robert Moore",,sa3019928,691001,03/31/2002,2B/3B
42230,"Tayden Hall",,sa3019929,695554,01/12/2003,1B
42231,"Satchell Norman",,sa3019930,695708,07/22/2002,Util
42232,"Jackson Loftin",,sa3019931,699816,05/14/2000,Util
42233,"Logan Wagner",,sa3019932,702488,03/09/2004,2B/3B
42234,"Reece Walling",,sa3019933,800617,09/22/2003,OF
42235,"Jacob Burke",,sa3019934,804240,02/26/2001,OF
42236,"Collin Price",,sa3019935,805672,11/15/1999,C/1B
42237,"Drake Logan",,sa3019936,805763,09/05/2000,OF
42238,"Zach Cole",31583,sa3019937,805904,08/04/2000,OF
42239,"John McHenry",,sa3019938,806538,06/18/2001,Util
42240,"Jud Fabian",,sa3019942,682983,09/27/2000,OF
42241,"Ryan Leitch",,sa3019943,683318,08/26/2001,Util
42243,"Jake Thompson",,sa3019945,700081,03/03/1998,OF
42244,"Adam Retzbach",,sa3019946,806273,11/13/2000,C/1B
42246,"Roman Phansalkar",,sa3019949,676502,06/02/1998,RP
42247,"Evan Taylor",,sa3019950,681117,12/26/1999,RP
42248,"Jared Southard",,sa3019951,683177,10/04/2000,RP
42250,"Josh White",,sa3019953,687985,11/24/2000,RP
42251,"Max Gieg",,sa3019954,688944,06/08/2001,RP
42252,"Matt Pushard",,sa3019955,690155,10/27/1997,RP
42253,"Logan VanWey",31884,sa3019956,701121,02/14/1999,RP
42254,"Paul Gervase",31571,sa3019957,801434,05/23/2000,RP
42255,"Jordan Geber",,sa3019958,802363,07/31/1999,SP/RP
42257,"Aneudis Mejia",,sa3019960,805874,12/13/2003,SP/RP
42258,"Tyler Wehrle",,sa3019961,806332,05/18/2000,Util
42259,"Nick Merkel",,sa3019962,806581,07/03/1998,RP
42260,"Skyler Messinger",,sa3019963,676038,11/01/1998,3B
42261,"David McCabe",,sa3019964,678173,03/25/2000,1B/3B
42262,"Bill Knight",,sa3019965,681098,08/24/1999,OF
42264,"Danny Serretti",,sa3019967,681400,05/07/2000,3B
42265,"Zach Morgan",,sa3019968,681439,03/30/2000,C
42266,"Spencer Jones",,sa3019969,682987,05/14/2001,OF
42267,"Tyler Locklear",31396,sa3019970,682988,11/24/2000,1B
42268,"Chris Newell",,sa3019971,683006,04/23/2001,OF
42269,"Clark Elliott",,sa3019972,686499,09/29/2000,OF
42270,"Brennan Milone",,sa3019974,686810,05/06/2001,1B/OF
42272,"Silas Ardoin",,sa3019976,686976,09/19/2000,C/1B
42273,"Tayler Aguilar",,sa3019977,687012,08/15/2000,Util
42274,"Nathan Martorella",,sa3019978,687210,02/18/2001,1B
42275,"Andrew Jenkins",,sa3019979,687543,11/03/2000,1B
42276,"Drew Gilbert",31545,sa3019980,687551,09/27/2000,OF
42277,"Jordan Beck",31431,sa3019981,687597,04/19/2001,OF
42278,"Kody Huff",,sa3019982,687627,12/11/2000,C
42279,"Dylan Beavers",31695,sa3019983,687637,08/11/2001,OF
42280,"Nick Vogt",,sa3019984,687793,08/04/2000,Util
42281,"Luke Gold",,sa3019986,688780,10/10/2000,1B/OF
42282,"Anthony Hall",,sa3019987,689141,02/09/2001,OF
42283,"Jacob Melton",31661,sa3019988,689200,09/07/2000,OF
42284,"Carmine Lane",,sa3019989,689858,03/28/2001,Util
42285,"Peyton Graham",,sa3019990,689931,01/26/2001,2B
42286,"Caeden Trenkle",,sa3019991,689959,06/29/2001,OF
42287,"Brad Cumbest",,sa3019993,690898,07/13/2000,Util
42288,"Cameron Masterman",,sa3019994,690904,05/05/1999,Util
42289,"Parker Kelly",,sa3019995,690917,03/18/1999,Util
42290,"Cayden Wallace",,sa3019996,691024,08/07/2001,3B
42291,"Jose Izarra",,sa3019998,692222,03/07/2002,Util
42292,"Sterlin Thompson",,sa3019999,694514,06/26/2001,OF
42293,"Spencer Bramwell",,sa3020000,695426,01/10/1999,C
42294,"Maxwell Costes",,sa3020001,696272,07/30/1999,Util
42295,"Chase Valentine",,sa3020002,701106,04/21/2002,OF
42296,"Griffin Doersching",,sa3020003,701864,08/12/1998,Util
42297,"Jamaliel Rosado Jr.",,sa3020004,702538,08/15/2003,Util
42298,"Yeniel Laboy",,sa3020005,702596,05/11/2004,Util
42299,"Henry Bolte",,sa3020006,703607,08/04/2003,OF
42300,"Nomar Diaz",,sa3020007,703632,04/15/2004,Util
42301,"Blake Rambusch",,sa3020008,800683,08/31/1999,2B/OF
42302,"Tanner Schobel",,sa3020009,802355,06/04/2001,SS/3B
42303,"Tyler Robertson",,sa3020010,805234,03/10/2000,OF
42304,"Chase Meidroth",31580,sa3020011,805367,07/23/2001,2B/SS
42306,"Beau Brewer",,sa3020013,806314,10/28/2001,Util
42307,"Connor Charping",,sa3020014,806464,04/12/1999,C
42308,"Jack Perkins",31468,sa3020076,678022,12/26/1999,SP/RP
42309,"Jake Garland",,sa3020077,687195,09/26/2000,SP/RP
42310,"Ben Joyce",31461,sa3020078,690829,09/17/2000,RP
42311,"T.J. Brock",,sa3020079,697813,08/10/1999,Util
42312,"Logan Henderson",31475,sa3020080,701656,03/02/2002,SP
42313,"Moises Gonzalez",,sa3020081,800092,10/25/2002,Util
42314,"John Michael Bertrand",,sa3020082,802609,02/08/1998,SP
42315,"Michael Sansone",,sa3020083,806333,11/10/1999,SP/RP
42316,"Felipe Bello",,sa3020084,806593,02/01/2000,Util
42317,"Dylan Rock",,sa3020085,676423,08/21/1998,Util
42319,"Kevin Graham",,sa3020087,681184,08/12/1999,OF
42322,"Jorel Ortega",,sa3020090,687567,01/22/2001,2B
42324,"Josh Zamora",,sa3020092,695031,05/18/1999,3B
42325,"Harrison Spohn",,sa3020093,695461,12/03/1998,2B
42326,"Dakota Kotowski",,sa3020094,696282,03/26/2000,Util
42330,"Daniel Silva",,sa3020098,800291,01/12/2005,Util
42331,"Peyton Williams",,sa3020099,805268,09/14/2000,1B
42332,"Jordan Dissin",,sa3020100,805301,05/29/2002,C
42334,"Jancel Villarroel",,sa3020102,806611,01/17/2005,C/OF
42335,"Matt Donlan",,sa3020107,804596,11/09/1999,Util
42337,"Quinton Martinez",,sa3020109,689703,01/23/1999,Util
42338,"Brett Gillis",,sa3020110,702094,09/29/1999,SP/RP
42339,"Jacob Miller",,sa3020111,702571,08/10/2003,SP
42340,"AJ Blubaugh",31764,sa3020112,805123,07/04/2000,SP/RP
42341,"Tyler Guilfoil",,sa3020113,805965,01/19/2000,RP
42342,"Adonys Perez",,sa3020114,806583,10/10/2003,SP/RP
42343,"Josh Hatcher",,sa3020115,677049,09/03/1998,1B/OF
42344,"Tanner O'Tremba",,sa3020116,681201,12/06/1999,Util
42345,"Logan Tanner",,sa3020117,683091,11/10/2000,Util
42346,"Trey Faltine",,sa3020118,683104,01/08/2001,Util
42347,"Wade Meckler",31490,sa3020119,685133,04/21/2000,OF
42349,"Tres Gonzalez",,sa3020121,687206,10/04/2000,OF
42350,"Thomas Gavello",,sa3020122,687284,06/06/2001,2B/3B/OF
42351,"Justin Boyd",,sa3020123,687628,03/30/2001,OF
42352,"Rhylan Thomas",31793,sa3020124,689041,04/15/2000,OF
42353,"Tommy Sacco Jr.",,sa3020125,690474,05/21/1999,2B/SS/OF
42354,"Ryan Clifford",,sa3020126,691775,07/20/2003,1B/OF
42356,"Matt Higgins",,sa3020128,696487,07/02/1999,1B
42357,"Nick Cimillo",,sa3020129,701177,02/23/2000,1B
42358,"Sal Stewart",31505,sa3020130,701398,12/07/2003,1B/3B
42359,"Cam Collier",,sa3020131,702253,11/20/2004,1B/3B
42360,"Tucker Toman",,sa3020132,702283,11/12/2003,3B
42361,"Haydn McGeary",,sa3020133,702333,10/09/1999,Util
42362,"Luke Adams",,sa3020135,702726,04/24/2004,1B/3B
42364,"Jeremy Bautista",,sa3020137,800259,10/20/2004,Util
42365,"Christopher Paciolla",,sa3020138,800627,03/16/2004,3B
42366,"Carter Howell",,sa3020139,800765,02/07/1999,OF
42367,"Andrew Kachel",,sa3020140,803288,12/24/2000,Util
42368,"Sammy Hernandez",,sa3020141,803679,06/01/2004,C/1B
42370,"Tyler Woessner",,sa3020171,681216,10/26/1999,RP
42371,"Billy Corcoran",,sa3020172,682225,08/21/1999,SP
42372,"Victor Mederos",31533,sa3020173,682989,06/08/2001,SP/RP
42373,"Blake Adams",,sa3020174,687060,09/11/2000,SP/RP
42375,"Garrett Irvin",,sa3020176,687868,02/18/1999,RP
42376,"Blade Tidwell",31701,sa3020177,694918,06/08/2001,SP/RP
42377,"Ben Sears",,sa3020178,700786,06/15/2000,RP
42379,"Ike Buxton",,sa3020180,702034,07/18/2000,SP/RP
42380,"Caden Dana",31508,sa3020181,702674,12/17/2003,SP
42382,"Cooper McKeehan",,sa3020183,801479,03/28/2001,Util
42383,"Nicholas Regalado",,sa3020184,805727,05/15/2002,RP
42384,"Grant Kipp",,sa3020185,805990,11/11/1999,SP
42387,"Tim Elko",31522,sa3020188,671284,12/27/1998,1B
42388,"Devonte Brown",,sa3020189,675994,10/15/1999,OF
42389,"Brock Jones",,sa3020190,677342,03/28/2001,OF
42390,"Gavin Logan",,sa3020191,678099,01/14/2000,C
42391,"Mario Camilletti",,sa3020192,680519,04/19/1999,3B
42392,"Tim Borden II",,sa3020193,680874,09/01/1999,Util
42393,"Dominic Keegan",,sa3020194,681371,08/01/2000,C
42394,"Michael Turconi",,sa3020195,681580,06/24/1999,2B
42395,"Cade Doughty",,sa3020196,683103,03/26/2001,2B/SS/3B
42398,"Cade Hunter",,sa3020199,687192,11/29/2000,C
42399,"Blake Robertson",,sa3020200,687545,05/19/2001,1B
42400,"Kamren James",,sa3020201,687553,05/25/2000,OF
42401,"Cortland Lawson",,sa3020202,687751,05/12/2000,SS
42402,"Josh Kasevich",,sa3020203,688460,01/17/2001,SS
42403,"Ryan Cermak",,sa3020204,688714,06/02/2001,OF
42404,"Jalen Battles",,sa3020205,689216,12/20/1999,3B
42405,"Ryan Ritter",31500,sa3020206,690022,11/10/2000,2B/SS
42406,"Nathaniel Ochoa Leyva",,sa3020207,692118,10/15/2003,OF
42408,"Zach Dezenzo",31562,sa3020209,701305,05/11/2000,OF
42409,"Roman Anthony",31812,sa3020211,701350,05/13/2004,OF
42410,"Alan Roden",31564,sa3020212,702176,12/22/1999,OF
42411,"Harry Owen",,sa3020213,702214,03/07/2002,C
42412,"Trey Lipscomb",31567,sa3020215,702358,06/14/2000,2B/3B/OF
42413,"Mikey Romero",,sa3020216,702540,01/12/2004,2B/SS/3B
42414,"Brenner Cox",,sa3020217,702685,05/11/2004,OF
42415,"Everett Cooper III",,sa3020218,702686,07/31/2003,Util
42416,"Chandler Simpson",31912,sa3020219,802415,11/18/2000,OF
42417,"Dylan O'Rae",,sa3020220,802506,02/14/2004,Util
42418,"Bryan Rincon",,sa3020221,804858,02/08/2004,SS
42419,"Isaac Coffey",,sa3020222,806190,06/21/2000,SP/RP
42420,"Cameron Decker",,sa3020223,806306,09/22/2003,1B/OF
42421,"Ramses Velazquez",,sa3020224,806647,10/14/2004,Util
42422,"Ian Churchill",,sa3020234,686657,02/28/1999,Util
42423,"William Silva",,sa3020235,687222,08/02/2001,RP
42425,"Ramon Suarez",,sa3020237,806642,06/12/2004,Util
42427,"Ryan Wrobleski",,sa3020239,696141,02/02/2000,OF
42428,"Justin Crawford",,sa3020240,702222,01/13/2004,OF
42430,"Rafael Flores",31991,sa3020243,804668,11/07/2000,C
42431,"Ryan McCarty",,sa3020244,806005,04/22/1999,2B/OF
42432,"Ezra Farmer",,sa3020245,806428,06/10/2003,Util
42433,"Jake Palisch",31598,sa3020249,669449,08/19/1998,SP/RP
42434,"Easton Sikorski",,sa3020250,675783,01/12/2000,RP
42435,"Trey Braithwaite",,sa3020251,679985,09/23/1997,RP
42436,"Jared Poland",,sa3020252,680764,01/12/2000,Util
42437,"Roel Garcia III",,sa3020253,684967,11/21/1998,RP
42438,"Mark Adamiak",,sa3020254,686672,12/15/2000,RP
42439,"Zach Maxwell",31610,sa3020255,687209,01/26/2001,RP
42440,"Liam Simon",,sa3020256,687216,10/16/2000,RP
42441,"Billy Seidl",,sa3020257,687225,11/09/1999,Util
42443,"Devereaux Harrison",,sa3020259,687288,11/08/2000,SP/RP
42444,"David Morgan",31616,sa3020260,688158,10/26/1999,RP
42445,"Mason Fluharty",31553,sa3020261,689254,08/13/2001,RP
42448,"Tyler Stuart",,sa3020264,701603,10/08/1999,SP
42449,"Brian Fitzpatrick",,sa3020265,702153,06/01/2000,RP
42450,"Ryan Chasse",,sa3020266,805989,12/11/1999,Util
42452,"Josh Hood",,sa3020268,681377,07/21/2000,SS/3B
42454,"Dalton Shuffield",,sa3020270,684922,03/31/1999,Util
42455,"Maxwell Romero Jr.",,sa3020271,686912,04/29/2001,C
42456,"Nate Baez",,sa3020272,686960,05/17/2001,C/1B
42457,"Jared McKenzie",,sa3020273,686982,05/16/2001,OF
42458,"Kaden Hollow",,sa3020274,687701,03/17/2001,1B/OF
42459,"Chris Lanzilli",,sa3020275,687811,06/18/1998,Util
42460,"Murphy Stehly",,sa3020276,693822,09/27/1998,3B
42461,"Jerry Huntzinger",,sa3020277,694255,02/15/1999,Util
42462,"Tatem Levins",,sa3020278,694420,05/29/1999,C
42463,"Lamar King Jr.",,sa3020279,702601,12/07/2003,C/1B
42464,"Cutter Coffey",,sa3020280,702690,05/21/2004,2B/3B
42465,"Emaarion Boyd",,sa3020281,702708,08/22/2003,OF
42466,"Juanfel Peguero",,sa3020282,800346,12/31/2004,Util
42467,"Alec Sayre",,sa3020283,805297,10/05/2000,Util
42469,"Spence Coffman",,sa3020285,806310,01/07/2004,Util
42470,"July Vittini",,sa3020286,806655,05/29/2003,Util
42473,"Marquis Grissom Jr.",,sa3020312,671726,07/19/2001,RP
42474,"Ryan Brady",,sa3020313,676433,03/23/1999,RP
42475,"Alex Williams",,sa3020314,677354,10/22/1999,SP/RP
42476,"Cedric De Grandpre",,sa3020315,678142,01/25/2002,SP
42477,"Daniel Harper",,sa3020316,679702,06/01/1999,RP
42478,"Chance Huff",,sa3020317,680770,04/19/2000,SP/RP
42479,"Mason Ronan",,sa3020318,680780,03/03/2000,Util
42480,"Andrew Walling",,sa3020319,681003,10/29/1999,RP
42481,"Jaren Zinn",,sa3020320,685813,08/05/1998,Util
42482,"Cy Nielson",,sa3020321,686951,02/25/2001,RP
42484,"Bryce Hubbart",,sa3020323,687114,06/28/2001,RP
42485,"Marcus Johnson",,sa3020324,687189,12/11/2000,SP
42486,"Tristan Stivors",,sa3020325,690086,09/22/1998,Util
42488,"Wilian Bormie",,sa3020327,693781,04/07/2001,RP
42489,"Cade Halemanu",,sa3020328,702118,08/09/2000,Util
42491,"Owen Murphy",,sa3020330,702566,09/27/2003,SP
42492,"Livan Reinoso",,sa3020331,802984,08/27/1998,RP
42494,"Will Geerdes",,sa3020333,803177,03/21/2000,Util
42495,"Yoendris Gonzalez",,sa3020334,803248,11/27/2002,RP
42496,"Cristofher Carrasco",,sa3020335,804448,12/24/2002,Util
42497,"Braden Nett",,sa3020336,804556,06/18/2002,SP
42498,"Michael Walsh",,sa3020337,805315,01/17/2001,RP
42505,"Juanmi Vasquez",,sa3020344,806666,12/01/2003,RP
42506,"Devin Ortiz",,sa3020345,668776,02/07/1999,3B
42507,"Troy Claunch",,sa3020346,669475,09/01/1998,Util
42508,"Tyler Baca",,sa3020347,681427,05/22/2000,Util
42510,"Johnathon Thomas",,sa3020349,684976,03/01/2000,OF
42512,"Matt Suggs",,sa3020351,702110,05/31/2000,C
42513,"Bryce Willits",,sa3020352,801600,08/25/1999,3B
42514,"Ben Ross",,sa3020353,805346,06/06/2001,SS/3B/OF
42515,"Caleb Farmer",,sa3020354,805957,09/08/1999,C
42516,"Taishi Nakawake",,sa3020355,806012,06/20/1998,Util
42517,"Joshuan Sandoval",,sa3020356,806639,12/18/1997,Util
42519,"Jaycob Deese",,sa3020376,671600,05/30/2000,RP
42520,"Elijah Birdsong",,sa3020377,677322,10/11/1999,Util
42521,"Kyle Luckham",,sa3020378,680734,10/01/1999,SP
42522,"Nick Pogue",,sa3020379,680752,09/13/1999,Util
42523,"Jake Pfennigs",,sa3020380,680865,09/09/1999,RP
42524,"Mason Pelio",,sa3020381,680900,07/15/2000,Util
42525,"Blake Burkhalter",,sa3020382,686628,09/19/2000,SP/RP
42527,"Drew McDaniel",,sa3020384,687077,08/26/2000,Util
42528,"Jacob Meador",,sa3020385,687138,10/26/2000,SP/RP
42530,"Carlos Torres",,sa3020387,688876,05/03/2001,RP
42531,"Mason Adams",,sa3020388,690279,02/23/2000,Util
42532,"Shane Murphy",,sa3020389,690294,01/19/2001,SP/RP
42533,"Eli Ankeney",,sa3020390,690716,01/10/2001,RP
42534,"Micah Dallas",,sa3020391,690921,04/14/2000,RP
42535,"Dylan Ray",,sa3020392,691009,05/09/2001,SP
42536,"Joe Miller",,sa3020393,701464,03/13/2000,SP
42537,"Duncan Davitt",,sa3020394,701474,09/23/1999,SP
42538,"JR Ritchie",,sa3020395,702275,06/26/2003,SP
42539,"Chris Campos",,sa3020396,702318,08/13/2000,SP/RP
42540,"Seth Keller",,sa3020397,702605,05/26/2004,RP
42541,"T.J. Czyz",,sa3020398,702856,09/12/2000,Util
42543,"Trevin Michael",,sa3020400,800723,09/15/1997,RP
42544,"Connor Holden",,sa3020401,801127,06/25/1998,Util
42545,"Spencer Giesting",,sa3020402,801517,07/02/2001,SP
42546,"Bubba Hall",,sa3020403,801540,04/10/2000,RP
42547,"Landon Harper",,sa3020404,804542,04/08/2001,SP/RP
42548,"John Klein",,sa3020405,804619,04/22/2002,SP/RP
42549,"Tyler Vogel",,sa3020406,804922,11/16/2000,RP
42550,"Jack Choate",,sa3020407,805257,04/18/2001,SP/RP
42551,"Jake Miller",,sa3020408,805725,06/27/2001,SP
42552,"Hayden Birdsong",31635,sa3020409,806185,08/30/2001,SP/RP
42553,"Jake Christianson",,sa3020410,806279,10/22/1999,RP
42554,"Juan Hernandez",,sa3020411,806638,11/19/2002,Util
42555,"Gregori Ramirez",,sa3020412,806646,09/12/2004,RP
42556,"Matt Coutney",,sa3020413,671925,07/08/1999,1B
42558,"Max Wagner",,sa3020415,694484,08/19/2001,2B/3B
42559,"Jacob Reimer",,sa3020416,702544,02/22/2004,3B
42560,"Brooks Brannon",,sa3020417,703477,05/04/2004,C
42561,"Nick Morabito",,sa3020418,703492,05/07/2003,OF
42562,"John Garcia",,sa3020419,801039,09/25/2000,C
42563,"Michael Darrell-Hicks",31501,sa3020438,690382,11/13/1997,RP
42564,"Jared Kollar",,sa3020439,806577,07/24/1998,SP/RP
42566,"Joseph Menefee",,sa3020443,680749,10/06/1999,RP
42567,"D.J. Carpenter",,sa3020444,681884,02/08/2000,RP
42570,"Brody Jessee",,sa3020447,689297,12/01/2000,RP
42571,"David Davalillo",,sa3020448,699314,09/21/2002,SP
42572,"Tyler Hoffman",,sa3020449,700956,09/01/1999,Util
42573,"Hunter Hayes",,sa3020450,702119,08/05/2000,RP
42574,"Carson Skipper",,sa3020451,702297,08/12/1999,RP
42575,"Johnathan Harmon",,sa3020452,801333,09/04/2000,SP
42576,"Nolan DeVos",,sa3020453,801700,08/11/2000,Util
42577,"Tanner Jacobson",,sa3020454,805374,01/24/2000,RP
42578,"Christian Ciuffetelli",,sa3020455,805647,12/27/1999,Util
42580,"Reggie Crawford",,sa3020457,686846,12/04/2000,Util
42581,"Andy Garriola",,sa3020458,696513,12/15/1999,OF
42582,"Cole Young",31680,sa3020459,702284,07/29/2003,2B/SS
42583,"Tommy Specht",,sa3020460,702467,06/24/2004,Util
42584,"Hector Osorio",,sa3020461,800540,04/06/2005,OF
42585,"Haden Erbe",,sa3020462,669652,08/13/1998,RP
42586,"Caleb Bolden",,sa3020463,676700,12/19/1998,SP/RP
42587,"Hayden Wynja",,sa3020464,676883,10/14/1998,Util
42588,"Austin Becker",,sa3020465,678014,09/02/1999,RP
42589,"Chris Williams Jr.",,sa3020466,680754,03/03/2000,RP
42591,"Chazz Martinez",,sa3020468,681324,01/06/2000,RP
42592,"Shane Smith",31687,sa3020469,681343,04/04/2000,SP
42593,"Derek Diamond",,sa3020470,682981,01/04/2001,RP
42594,"Eli Saul",,sa3020471,683272,08/16/2001,RP
42595,"Sean Harney",,sa3020472,686184,07/10/1998,RP
42596,"Carson Palmquist",31612,sa3020473,687223,10/17/2000,SP/RP
42598,"Spencer Miles",,sa3020475,693686,07/26/2000,Util
42599,"Nate Dahle",,sa3020476,695242,10/09/1997,Util
42600,"Dylan Tebrake",,sa3020477,700188,07/13/1999,Util
42602,"Dalton Rogers",,sa3020479,800059,01/17/2001,SP/RP
42603,"Davison Palermo",,sa3020480,801754,12/16/1999,RP
42605,"Jack Noble",,sa3020482,804665,04/02/2000,RP
42606,"Jared Lyons",,sa3020483,805723,09/27/2000,SP/RP
42608,"Nathan Landry",,sa3020485,806278,05/04/1999,Util
42609,"Blaze Pontes",,sa3020486,806281,01/06/2000,RP
42610,"Stefan Raeth",,sa3020487,806288,08/31/2000,RP
42612,"Alex Amalfi",,sa3020489,806334,02/18/2001,SP/RP
42613,"Jack Dallas",,sa3020490,806585,12/18/1998,RP
42614,"Jacob Edwards",,sa3020491,806652,07/31/2000,RP
42615,"Abraham Gaitan",,sa3020492,806675,02/06/2004,RP
42616,"Andrew Cossetti",,sa3020493,681355,01/31/2000,C
42617,"Justin Bench",,sa3020494,699478,08/28/1999,Util
42618,"Seth Stephenson",,sa3020495,700931,01/10/2001,OF
42620,"Austin Charles",,sa3020497,800051,11/13/2003,SS/3B
42621,"Xavier Isaac",,sa3020498,800060,12/17/2003,Util
42622,"Milo Rushford",,sa3020499,806299,02/12/2004,OF
42623,"Max Alba",,sa3020525,681294,07/15/1999,SP/RP
42624,"Michael Prosecky",,sa3020526,687087,02/28/2001,SP
42625,"William Kempner",,sa3020527,687531,06/18/2001,RP
42626,"Cameron Weston",,sa3020528,687721,08/27/2000,SP
42627,"Carson Whisenhunt",31676,sa3020529,687931,10/20/2000,SP
42629,"Caleb Franzen",,sa3020531,800061,06/10/2001,Util
42632,"Carter Young",,sa3020534,677356,01/24/2001,SS/3B
42633,"Colin Burgess",,sa3020535,689878,11/10/2000,C
42634,"D'Andre Smith",,sa3020536,694266,05/10/2001,OF
42635,"Dom Johnson",,sa3020537,694336,03/07/2001,Util
42639,"Kyle Jones",,sa3020556,675781,02/07/2000,Util
42640,"Graham Firoved",,sa3020557,681462,09/26/1999,Util
42641,"Trace Bright",,sa3020558,687238,10/26/2000,SP/RP
42642,"Brady Hill",,sa3020559,687984,11/10/2000,RP
42643,"Zach Agnos",31552,sa3020560,688642,08/15/2000,RP
42644,"Reese Sharp",,sa3020561,688701,08/07/2000,RP
42645,"Wyatt Cheney",,sa3020562,688904,01/10/2001,RP
42646,"C.J. Culpepper",,sa3020563,690217,11/02/2001,SP
42647,"Patrick Pridgen",,sa3020564,695231,03/26/1999,Util
42648,"Preston Johnson",,sa3020565,699980,03/11/2000,RP
42650,"Jonathan Brand",,sa3020567,701213,02/20/2000,RP
42651,"Ian Koenig",,sa3020568,701617,04/09/2001,SP
42652,"Andrew Morris",,sa3020569,702193,09/01/2001,SP
42653,"Zebby Matthews",31827,sa3020570,805673,05/22/2000,SP
42654,"Jared Beck",,sa3020571,805724,07/01/2000,RP
42655,"Quinn Gudaitis",,sa3020572,805962,04/10/1999,Util
42656,"Hayden Nierman",,sa3020573,805988,01/27/2000,RP
42658,"Giullianno Allende",,sa3020576,805125,09/04/2003,OF
42659,"Otto Kemp",31792,sa3020577,805249,09/09/1999,1B/3B/OF
42661,"Adam Tulloch",,sa3020588,671969,07/01/2000,RP
42662,"Brandon White",,sa3020589,681449,11/26/1999,SP/RP
42664,"Jonathan Cannon",31730,sa3020591,686563,07/19/2000,SP/RP
42665,"Eric Adler",,sa3020592,688328,10/12/2000,RP
42666,"Orion Kerkering",31776,sa3020593,689147,04/04/2001,RP
42667,"Austin Krob",,sa3020594,689474,09/20/1999,SP/RP
42668,"Alex Rao",,sa3020595,702102,10/25/1999,Util
42669,"Josh Bortka",,sa3020596,800857,07/12/1999,RP
42671,"Braeden Fausnaught",,sa3020598,805634,07/29/1999,SP
42672,"Brody McCullough",,sa3020599,805664,06/30/2000,Util
42673,"Zach Jacobs",,sa3020600,806303,09/09/2001,RP
42674,"Lluveres Severino",,sa3020601,806684,08/09/2003,RP
42675,"Alonzo Rubalcaba",,sa3020602,695074,02/22/2000,Util
42676,"Connor McCullough",,sa3020603,681410,10/05/1999,SP
42677,"Mark McLaughlin",,sa3020604,687202,02/14/2001,RP
42678,"Ryan Ramsey",,sa3020605,687547,01/18/2001,SP/RP
42679,"David Sandlin",,sa3020606,689818,02/21/2001,SP/RP
42680,"Kristófer Bow",,sa3020607,690603,11/26/2000,Util
42681,"Trevor Martin",,sa3020608,694680,12/15/2000,RP
42682,"Kenya Huggins",,sa3020609,695761,12/12/2002,SP
42683,"Brandon Johnson",,sa3020610,699489,06/12/1999,RP
42684,"Eric Reyzelman",,sa3020611,801432,06/27/2001,RP
42685,"Braxton Hyde",,sa3020612,805703,06/06/2001,SP/RP
42686,"Kevin Stevens",,sa3020613,805728,01/26/1998,Util
42687,"Douglas Hodo III",,sa3020614,683233,09/25/2000,OF
42688,"Chandler Pollard",,sa3020615,702550,05/03/2004,SS
